Sim time (min), Sim time (max), Sim time (ave), Cnv time (min), Cnv time (max), Cnv time (ave), Vis time (min), Vis time (max), Vis time (ave)
0.374175, 0.37423, 0.374204, 0.07611, 0.076145, 0.0761309, 6e-06, 8e-06, 7.75e-06
0.373895, 0.373958, 0.373925, 0.075965, 0.076012, 0.0759914, 6e-06, 8e-06, 7.75e-06
0.373612, 0.373657, 0.373634, 0.075826, 0.07585, 0.0758419, 7e-06, 8e-06, 7.5e-06
0.384345, 0.384402, 0.384374, 0.076407, 0.076442, 0.076429, 7e-06, 9e-06, 7.25e-06
0.372358, 0.372412, 0.372385, 0.075852, 0.075888, 0.0758727, 7e-06, 8e-06, 7.625e-06
0.373198, 0.373251, 0.373224, 0.07657, 0.076608, 0.076592, 7e-06, 8e-06, 7.375e-06
0.375872, 0.375929, 0.375903, 0.076276, 0.076311, 0.0762959, 7e-06, 8e-06, 7.625e-06
0.374192, 0.374245, 0.37422, 0.075567, 0.075597, 0.0755859, 7e-06, 9e-06, 7.5e-06
0.373688, 0.373744, 0.373719, 0.075924, 0.075957, 0.0759446, 7e-06, 9e-06, 8.125e-06
0.374115, 0.37417, 0.374144, 0.082871, 0.082907, 0.0828925, 7e-06, 9e-06, 8.5e-06
0.378981, 0.379031, 0.379005, 0.075711, 0.075749, 0.075733, 7e-06, 9e-06, 7.875e-06
0.373623, 0.373671, 0.373645, 0.075654, 0.075694, 0.0756758, 7e-06, 9e-06, 7.75e-06
0.372083, 0.372138, 0.372111, 0.075564, 0.075622, 0.075592, 7e-06, 8e-06, 7.875e-06
0.371912, 0.371971, 0.371945, 0.075626, 0.075655, 0.0756449, 7e-06, 8e-06, 7.125e-06
0.37329, 0.373345, 0.373316, 0.075845, 0.075888, 0.0758692, 7e-06, 8e-06, 7.25e-06
0.373563, 0.373625, 0.373599, 0.075369, 0.0754, 0.0753877, 6e-06, 8e-06, 7.5e-06
0.373164, 0.373219, 0.373194, 0.075559, 0.07559, 0.075578, 7e-06, 8e-06, 7.625e-06
0.373443, 0.37349, 0.373464, 0.075534, 0.075568, 0.0755544, 7e-06, 8e-06, 7.5e-06
0.371807, 0.371862, 0.371835, 0.07559, 0.07563, 0.0756116, 7e-06, 9e-06, 8.25e-06
0.372827, 0.372882, 0.372855, 0.075615, 0.075653, 0.0756374, 7e-06, 9e-06, 8.125e-06
0.371848, 0.371893, 0.371871, 0.075857, 0.075887, 0.0758731, 6e-06, 9e-06, 7.5e-06
0.371482, 0.371536, 0.371508, 0.075856, 0.075897, 0.0758805, 7e-06, 7e-06, 7e-06
0.374606, 0.374636, 0.374618, 0.07556, 0.075587, 0.075573, 6e-06, 8e-06, 7e-06
0.372685, 0.372742, 0.372716, 0.075694, 0.075729, 0.0757141, 7e-06, 8e-06, 7.75e-06
0.372482, 0.372524, 0.372501, 0.075886, 0.075917, 0.0759036, 7e-06, 8e-06, 7.375e-06
0.3731, 0.373152, 0.373127, 0.076549, 0.076586, 0.0765711, 7e-06, 8e-06, 7.75e-06
0.382693, 0.382738, 0.382716, 0.075842, 0.075874, 0.0758588, 6e-06, 8e-06, 7.75e-06
0.372577, 0.372643, 0.372608, 0.075259, 0.075322, 0.075291, 6e-06, 8e-06, 6.875e-06
0.371241, 0.371278, 0.37126, 0.075563, 0.075595, 0.075576, 8e-06, 9e-06, 8.625e-06
0.371644, 0.3717, 0.371673, 0.075631, 0.075669, 0.0756554, 8e-06, 8e-06, 8e-06
0.372813, 0.372858, 0.372833, 0.075926, 0.075965, 0.0759472, 7e-06, 9e-06, 8e-06
0.372316, 0.372367, 0.372342, 0.075724, 0.075759, 0.0757431, 7e-06, 8e-06, 7.75e-06
0.374211, 0.374261, 0.374234, 0.075687, 0.075728, 0.0757104, 8e-06, 8e-06, 8e-06
0.372385, 0.372441, 0.372416, 0.075542, 0.075583, 0.0755616, 7e-06, 8e-06, 7.375e-06
0.370819, 0.37087, 0.370844, 0.075647, 0.075685, 0.0756679, 7e-06, 8e-06, 7.625e-06
0.371421, 0.371465, 0.371439, 0.075433, 0.075473, 0.0754529, 7e-06, 8e-06, 7.625e-06
0.370687, 0.370736, 0.370709, 0.075798, 0.075835, 0.0758186, 6e-06, 8e-06, 7.625e-06
0.372945, 0.373002, 0.372975, 0.075669, 0.075706, 0.0756928, 7e-06, 8e-06, 7.625e-06
0.37224, 0.372288, 0.372263, 0.075807, 0.075843, 0.0758279, 9e-06, 9e-06, 9e-06
0.37991, 0.379967, 0.379938, 0.075781, 0.075822, 0.0758035, 8e-06, 1e-05, 8.5e-06
0.379548, 0.379602, 0.379574, 0.075471, 0.07551, 0.0754938, 6e-06, 9e-06, 7.5e-06
0.377874, 0.377922, 0.377898, 0.075773, 0.075802, 0.0757911, 6e-06, 8e-06, 6.875e-06
0.376078, 0.376137, 0.376105, 0.075454, 0.075502, 0.07548, 7e-06, 8e-06, 7.75e-06
0.377948, 0.378018, 0.37799, 0.075837, 0.075873, 0.0758589, 6e-06, 8e-06, 7.375e-06
0.378944, 0.378996, 0.37897, 0.075645, 0.075682, 0.0756674, 7e-06, 8e-06, 7.375e-06
0.376703, 0.376756, 0.376731, 0.075482, 0.075513, 0.0755013, 6e-06, 8e-06, 7.125e-06
0.376171, 0.376225, 0.376197, 0.075696, 0.075735, 0.0757193, 7e-06, 8e-06, 7.875e-06
0.383406, 0.383463, 0.383437, 0.075944, 0.075979, 0.0759651, 7e-06, 9e-06, 8e-06
0.37979, 0.379844, 0.379816, 0.07559, 0.075631, 0.0756138, 7e-06, 9e-06, 8.125e-06
0.38265, 0.382709, 0.382681, 0.075823, 0.075872, 0.0758592, 7e-06, 8e-06, 7.875e-06
0.378354, 0.378414, 0.378385, 0.075857, 0.075899, 0.0758808, 7e-06, 9e-06, 7.75e-06
0.390961, 0.391018, 0.39099, 0.075681, 0.075719, 0.0757032, 7e-06, 8e-06, 7.75e-06
0.389881, 0.389935, 0.389907, 0.075499, 0.075536, 0.0755203, 6e-06, 8e-06, 7.375e-06
0.385662, 0.385718, 0.385688, 0.075511, 0.075553, 0.0755355, 7e-06, 8e-06, 7.875e-06
0.377104, 0.37716, 0.377132, 0.075388, 0.075428, 0.0754114, 6e-06, 8e-06, 7.125e-06
0.378535, 0.378589, 0.378559, 0.075703, 0.075749, 0.0757281, 7e-06, 8e-06, 7.125e-06
0.393295, 0.39337, 0.393339, 0.07546, 0.075497, 0.0754833, 6e-06, 7e-06, 6.875e-06
0.377379, 0.377423, 0.377398, 0.075599, 0.07564, 0.0756186, 7e-06, 8e-06, 7.875e-06
0.382037, 0.382094, 0.38207, 0.076594, 0.076631, 0.0766117, 7e-06, 1e-05, 8.75e-06
0.380947, 0.381014, 0.38098, 0.075403, 0.07545, 0.0754309, 8e-06, 9e-06, 8.25e-06
0.376557, 0.376613, 0.376586, 0.075667, 0.075703, 0.0756884, 7e-06, 9e-06, 8e-06
0.379722, 0.379782, 0.379752, 0.075526, 0.075591, 0.0755652, 8e-06, 8e-06, 8e-06
0.379109, 0.379168, 0.379139, 0.075737, 0.075778, 0.0757608, 7e-06, 8e-06, 7.625e-06
0.379216, 0.37926, 0.379234, 0.075785, 0.075823, 0.0758042, 7e-06, 8e-06, 7.875e-06
0.373467, 0.373527, 0.373497, 0.075638, 0.075699, 0.0756768, 6e-06, 8e-06, 7e-06
0.383355, 0.383418, 0.383385, 0.075485, 0.075549, 0.0755246, 7e-06, 8e-06, 7.875e-06
0.380539, 0.380595, 0.380567, 0.075853, 0.075894, 0.0758764, 7e-06, 8e-06, 7.5e-06
0.381279, 0.38132, 0.381296, 0.07602, 0.076059, 0.0760384, 7e-06, 9e-06, 8.125e-06
0.374026, 0.374079, 0.374048, 0.075711, 0.075758, 0.075736, 8e-06, 9e-06, 8.375e-06
0.388262, 0.388349, 0.388302, 0.076021, 0.076092, 0.0760633, 7e-06, 9e-06, 8e-06
0.384452, 0.384492, 0.384471, 0.075951, 0.075986, 0.0759665, 7e-06, 1e-05, 8e-06
0.390969, 0.391027, 0.390999, 0.075689, 0.075728, 0.0757129, 6e-06, 8e-06, 7.25e-06
0.400662, 0.400756, 0.400706, 0.084825, 0.084894, 0.0848696, 7e-06, 9e-06, 7.875e-06
0.391618, 0.391687, 0.391652, 0.075982, 0.076047, 0.076025, 7e-06, 9e-06, 7.5e-06
0.391405, 0.391461, 0.39143, 0.075647, 0.0757, 0.075673, 7e-06, 7e-06, 7e-06
0.39173, 0.391772, 0.391748, 0.075722, 0.07576, 0.0757406, 6e-06, 1e-05, 7.375e-06
0.389962, 0.39003, 0.389997, 0.0759, 0.075963, 0.0759401, 7e-06, 8e-06, 7.375e-06
0.385796, 0.385862, 0.385828, 0.075575, 0.075625, 0.075604, 7e-06, 8e-06, 7.875e-06
0.391542, 0.391587, 0.391563, 0.075734, 0.07577, 0.0757529, 7e-06, 9e-06, 8.375e-06
0.386594, 0.386651, 0.386622, 0.075957, 0.075997, 0.0759802, 7e-06, 9e-06, 8.625e-06
0.399452, 0.399519, 0.399485, 0.07589, 0.075941, 0.0759182, 7e-06, 9e-06, 7.625e-06
0.391995, 0.392064, 0.392021, 0.0755, 0.075556, 0.0755302, 6e-06, 8e-06, 7.75e-06
0.38502, 0.385079, 0.385047, 0.075981, 0.076043, 0.0760195, 7e-06, 9e-06, 7.75e-06
0.380255, 0.380299, 0.380274, 0.075355, 0.075393, 0.0753731, 7e-06, 8e-06, 7.5e-06
0.393177, 0.393224, 0.393199, 0.075553, 0.075594, 0.0755724, 7e-06, 8e-06, 7.5e-06
0.384704, 0.384765, 0.384735, 0.075754, 0.075799, 0.0757801, 7e-06, 8e-06, 7.5e-06
0.385688, 0.385755, 0.38572, 0.075763, 0.075813, 0.0757925, 7e-06, 8e-06, 7.125e-06
0.382636, 0.382696, 0.382657, 0.075837, 0.075893, 0.0758732, 7e-06, 9e-06, 7.875e-06
0.39384, 0.393886, 0.393859, 0.076064, 0.076102, 0.0760856, 222.68, 222.702, 222.684
0.417313, 0.417394, 0.417352, 0.080535, 0.080603, 0.0805716, 7e-06, 8e-06, 7.75e-06
0.380271, 0.380329, 0.380298, 0.077196, 0.077236, 0.0772202, 7e-06, 8e-06, 7.875e-06
0.379597, 0.379655, 0.379625, 0.076927, 0.07697, 0.076952, 7e-06, 8e-06, 7.125e-06
0.37962, 0.379652, 0.379633, 0.077083, 0.077112, 0.0770975, 8e-06, 9e-06, 8.125e-06
0.3815, 0.381546, 0.381519, 0.076997, 0.077036, 0.0770186, 7e-06, 9e-06, 7.625e-06
0.381539, 0.38159, 0.381561, 0.076512, 0.076556, 0.0765372, 7e-06, 9e-06, 7.625e-06
0.380138, 0.380194, 0.380164, 0.077125, 0.077167, 0.0771495, 7e-06, 8e-06, 7.875e-06
0.380191, 0.38022, 0.380202, 0.076843, 0.076874, 0.0768615, 7e-06, 8e-06, 7.875e-06
0.380214, 0.380262, 0.380236, 0.076847, 0.076888, 0.0768701, 7e-06, 8e-06, 7.5e-06
0.380365, 0.380415, 0.380389, 0.077065, 0.077107, 0.0770869, 8e-06, 9e-06, 8.375e-06
0.379313, 0.37936, 0.379332, 0.077071, 0.077115, 0.0770964, 8e-06, 9e-06, 8.25e-06
0.381055, 0.381102, 0.38108, 0.077129, 0.07716, 0.0771464, 7e-06, 8e-06, 7.5e-06
0.380847, 0.380896, 0.380868, 0.07711, 0.07715, 0.0771317, 7e-06, 9e-06, 8e-06
0.382177, 0.382223, 0.382199, 0.076885, 0.076923, 0.0769035, 6e-06, 1e-05, 7.625e-06
0.380688, 0.380747, 0.380717, 0.077052, 0.077094, 0.0770754, 7e-06, 8e-06, 7.625e-06
0.379913, 0.37997, 0.379941, 0.076888, 0.076946, 0.0769268, 7e-06, 8e-06, 7.75e-06
0.379231, 0.379282, 0.379253, 0.076786, 0.076827, 0.0768111, 7e-06, 8e-06, 7.5e-06
0.380403, 0.380453, 0.380426, 0.077177, 0.077216, 0.0772001, 7e-06, 8e-06, 7.25e-06
0.379352, 0.379404, 0.379377, 0.077159, 0.077198, 0.0771816, 7e-06, 9e-06, 7.875e-06
0.379674, 0.37973, 0.379701, 0.076748, 0.076787, 0.0767714, 8e-06, 9e-06, 8.875e-06
0.3809, 0.380951, 0.380923, 0.076985, 0.077028, 0.0770089, 7e-06, 1e-05, 8.5e-06
0.380456, 0.380506, 0.380478, 0.077118, 0.07716, 0.0771407, 7e-06, 1e-05, 8.25e-06
0.378388, 0.378443, 0.378414, 0.077258, 0.077301, 0.0772825, 6e-06, 1e-05, 7.75e-06
0.380776, 0.380836, 0.380806, 0.078197, 0.078255, 0.078236, 7e-06, 1e-05, 8.5e-06
0.378748, 0.378796, 0.378767, 0.076983, 0.077028, 0.0770077, 7e-06, 1e-05, 8.125e-06
0.379059, 0.379119, 0.379088, 0.07722, 0.077278, 0.0772584, 8e-06, 9e-06, 8.125e-06
0.37954, 0.379595, 0.379566, 0.07716, 0.0772, 0.0771841, 8e-06, 9e-06, 8.25e-06
0.381506, 0.381555, 0.381528, 0.077307, 0.077348, 0.0773292, 7e-06, 1e-05, 7.875e-06
0.380189, 0.380241, 0.380214, 0.07704, 0.077079, 0.0770629, 7e-06, 9e-06, 7.875e-06
0.380656, 0.380713, 0.380685, 0.077047, 0.077085, 0.0770703, 8e-06, 1e-05, 9.5e-06
0.379867, 0.379908, 0.379884, 0.077102, 0.077139, 0.0771215, 8e-06, 9e-06, 8.5e-06
0.379219, 0.379262, 0.379236, 0.076907, 0.076949, 0.07693, 8e-06, 9e-06, 8.125e-06
0.378678, 0.378731, 0.378703, 0.076536, 0.076574, 0.0765595, 8e-06, 9e-06, 8.125e-06
0.378926, 0.378962, 0.378942, 0.076986, 0.077018, 0.0770013, 8e-06, 1e-05, 8.375e-06
0.378539, 0.378593, 0.378564, 0.077285, 0.077325, 0.0773096, 8e-06, 1e-05, 8.75e-06
0.380248, 0.380308, 0.38028, 0.077165, 0.077216, 0.0772005, 7e-06, 9e-06, 7.875e-06
0.379817, 0.379874, 0.379844, 0.07689, 0.076941, 0.076914, 8e-06, 1.1e-05, 9.125e-06
0.378605, 0.378663, 0.378634, 0.076533, 0.076589, 0.0765714, 7e-06, 9e-06, 8e-06
0.388327, 0.388387, 0.388356, 0.07783, 0.077874, 0.077857, 8e-06, 1e-05, 8.375e-06
0.378766, 0.378814, 0.378786, 0.076756, 0.076796, 0.0767779, 8e-06, 1e-05, 8.625e-06
0.378272, 0.378315, 0.378292, 0.076961, 0.077001, 0.0769826, 8e-06, 9e-06, 8.5e-06
0.378523, 0.37858, 0.378552, 0.076648, 0.076706, 0.0766869, 7e-06, 1e-05, 8.125e-06
0.377812, 0.377893, 0.377844, 0.076998, 0.077066, 0.077042, 7e-06, 1e-05, 8.125e-06
0.380405, 0.380457, 0.380429, 0.07695, 0.077008, 0.0769885, 7e-06, 8e-06, 7.875e-06
0.379846, 0.379909, 0.379878, 0.07682, 0.07688, 0.0768606, 7e-06, 9e-06, 8e-06
0.379964, 0.380016, 0.379989, 0.07693, 0.07697, 0.0769541, 8e-06, 9e-06, 8.25e-06
0.377983, 0.378022, 0.377998, 0.076901, 0.076936, 0.0769209, 7e-06, 1e-05, 8.125e-06
0.378929, 0.378977, 0.378953, 0.07668, 0.076714, 0.076699, 7e-06, 1e-05, 8.75e-06
0.378461, 0.378525, 0.37849, 0.076817, 0.076881, 0.0768589, 7e-06, 9e-06, 8e-06
0.378554, 0.378602, 0.378573, 0.076936, 0.076976, 0.0769586, 8e-06, 9e-06, 8.875e-06
0.378455, 0.378513, 0.378484, 0.076917, 0.076959, 0.0769424, 7e-06, 9e-06, 8e-06
0.37927, 0.379318, 0.379289, 0.076911, 0.076954, 0.0769348, 7e-06, 1e-05, 8.25e-06
0.379517, 0.379569, 0.379539, 0.076769, 0.076812, 0.0767933, 7e-06, 1e-05, 8.25e-06
0.378965, 0.379024, 0.378995, 0.076961, 0.077002, 0.0769861, 7e-06, 1e-05, 7.875e-06
0.378419, 0.378485, 0.37845, 0.076903, 0.076953, 0.0769337, 7e-06, 9e-06, 8e-06
0.378706, 0.378749, 0.378723, 0.076965, 0.077004, 0.0769869, 7e-06, 1e-05, 8.125e-06
0.378441, 0.378497, 0.378468, 0.076625, 0.076665, 0.0766494, 8e-06, 1e-05, 8.625e-06
0.391546, 0.391616, 0.391589, 0.08376, 0.083826, 0.0837826, 6e-06, 1e-05, 8.625e-06
0.381058, 0.381103, 0.381075, 0.07679, 0.076828, 0.0768119, 6e-06, 1e-05, 7.75e-06
0.379722, 0.379782, 0.379752, 0.076978, 0.077059, 0.077036, 7e-06, 1.1e-05, 8.75e-06
0.37997, 0.380051, 0.380004, 0.076746, 0.076811, 0.0767889, 8e-06, 1e-05, 8.5e-06
0.380026, 0.380074, 0.380046, 0.077137, 0.077178, 0.0771601, 7e-06, 8e-06, 7.375e-06
0.378223, 0.378278, 0.37825, 0.076658, 0.076698, 0.076682, 7e-06, 8e-06, 7.75e-06
0.378998, 0.379039, 0.379015, 0.076855, 0.07689, 0.0768733, 7e-06, 8e-06, 7.75e-06
0.378017, 0.378066, 0.378039, 0.077157, 0.077199, 0.0771821, 7e-06, 8e-06, 7.25e-06
0.378205, 0.37826, 0.378231, 0.076743, 0.076783, 0.0767671, 6e-06, 9e-06, 7.875e-06
0.378065, 0.378107, 0.378082, 0.077076, 0.077113, 0.0770964, 7e-06, 9e-06, 7.75e-06
0.379782, 0.379838, 0.379808, 0.076807, 0.076849, 0.0768335, 6e-06, 8e-06, 7.5e-06
0.379802, 0.379862, 0.379833, 0.077114, 0.077168, 0.0771512, 7e-06, 8e-06, 7.125e-06
0.378545, 0.378601, 0.378573, 0.077078, 0.077118, 0.0771014, 8e-06, 9e-06, 8.75e-06
0.378045, 0.378102, 0.378072, 0.076743, 0.076784, 0.0767689, 8e-06, 1e-05, 8.25e-06
0.378211, 0.378293, 0.378236, 0.076839, 0.07691, 0.0768872, 7e-06, 9e-06, 7.375e-06
0.377969, 0.378041, 0.378004, 0.076649, 0.076717, 0.0766815, 7e-06, 8e-06, 7.75e-06
0.37848, 0.378532, 0.378503, 0.076715, 0.076757, 0.0767396, 7e-06, 8e-06, 7.875e-06
0.380011, 0.380052, 0.380031, 0.076694, 0.07673, 0.076714, 6e-06, 8e-06, 7.625e-06
0.379487, 0.379544, 0.379515, 0.077465, 0.07752, 0.0775032, 7e-06, 9e-06, 7.5e-06
0.379361, 0.379407, 0.379381, 0.07653, 0.076565, 0.0765514, 7e-06, 8e-06, 7.5e-06
0.379299, 0.379343, 0.379319, 0.076737, 0.076772, 0.0767567, 7e-06, 8e-06, 7.625e-06
0.383715, 0.38381, 0.383747, 0.077623, 0.077705, 0.0776849, 7e-06, 9e-06, 8.125e-06
0.381188, 0.381238, 0.381209, 0.076858, 0.0769, 0.0768809, 8e-06, 9e-06, 8.25e-06
0.377547, 0.377603, 0.377574, 0.077264, 0.077302, 0.0772879, 7e-06, 8e-06, 7.75e-06
0.37773, 0.377789, 0.377757, 0.077067, 0.077111, 0.0770942, 7e-06, 8e-06, 7.375e-06
0.379103, 0.379158, 0.379129, 0.076923, 0.076982, 0.076962, 7e-06, 8e-06, 7.25e-06
0.390458, 0.390481, 0.390466, 0.078391, 0.078426, 0.0784161, 7e-06, 9e-06, 8.125e-06
0.378078, 0.378131, 0.378103, 0.076852, 0.076891, 0.0768755, 7e-06, 8e-06, 7.5e-06
0.377587, 0.37763, 0.377604, 0.076697, 0.076735, 0.076717, 7e-06, 8e-06, 7.5e-06
0.387922, 0.387975, 0.387949, 0.077478, 0.077511, 0.0774985, 7e-06, 9e-06, 7.25e-06
0.377534, 0.377592, 0.377561, 0.076948, 0.076987, 0.0769721, 6e-06, 8e-06, 7e-06
0.390515, 0.390604, 0.390551, 0.086976, 0.087053, 0.0870235, 6e-06, 8e-06, 7.625e-06
0.383325, 0.383372, 0.383347, 0.07709, 0.077126, 0.0771098, 8e-06, 8e-06, 8e-06
0.379373, 0.379425, 0.379395, 0.077647, 0.077691, 0.0776731, 7e-06, 1e-05, 8.125e-06
0.379072, 0.379132, 0.379103, 0.077179, 0.07723, 0.0772163, 8e-06, 9e-06, 8.375e-06
0.390482, 0.390525, 0.390499, 0.077154, 0.077194, 0.0771752, 7e-06, 9e-06, 7.875e-06
0.377941, 0.377989, 0.377962, 0.076773, 0.076815, 0.0767961, 7e-06, 8e-06, 7.875e-06
0.377995, 0.378057, 0.378027, 0.076845, 0.076896, 0.0768824, 7e-06, 8e-06, 7.125e-06
0.377675, 0.377721, 0.377695, 0.076877, 0.076916, 0.0768991, 6e-06, 8e-06, 7.75e-06
0.377751, 0.377796, 0.377769, 0.076781, 0.076822, 0.076802, 7e-06, 2.4e-05, 1.3625e-05
0.377797, 0.37785, 0.377822, 0.076807, 0.076844, 0.0768295, 7e-06, 9e-06, 7.875e-06
0.379412, 0.379462, 0.379435, 0.076832, 0.076873, 0.0768559, 8e-06, 8e-06, 8e-06
0.379293, 0.37934, 0.379314, 0.076817, 0.076855, 0.0768372, 8e-06, 9e-06, 8.375e-06
0.377467, 0.377517, 0.377491, 0.077008, 0.077042, 0.0770281, 7e-06, 8e-06, 7.875e-06
0.377587, 0.377645, 0.377617, 0.077002, 0.077042, 0.0770251, 6e-06, 9e-06, 7.5e-06
0.377543, 0.377601, 0.37757, 0.077004, 0.077045, 0.0770295, 7e-06, 8e-06, 7.625e-06
0.377477, 0.377533, 0.377503, 0.077181, 0.07722, 0.0772055, 7e-06, 9e-06, 7.625e-06
0.377346, 0.377403, 0.377374, 0.07674, 0.076779, 0.0767645, 6e-06, 8e-06, 7.25e-06
0.378366, 0.378421, 0.378394, 0.077021, 0.077059, 0.0770425, 7e-06, 8e-06, 7.125e-06
0.378262, 0.378318, 0.378289, 0.077168, 0.077207, 0.0771906, 7e-06, 8e-06, 7.625e-06
0.378457, 0.378517, 0.37849, 0.076903, 0.076956, 0.0769395, 6e-06, 8e-06, 7.625e-06
0.378612, 0.378663, 0.378636, 0.07669, 0.076731, 0.0767119, 6e-06, 9e-06, 7.875e-06
0.377176, 0.37723, 0.377202, 0.076948, 0.076986, 0.0769706, 6e-06, 8e-06, 7.25e-06
0.388783, 0.388839, 0.388811, 0.0776, 0.07765, 0.077632, 8e-06, 9e-06, 8.625e-06
0.376977, 0.377033, 0.377006, 0.076662, 0.076697, 0.0766841, 6e-06, 8e-06, 7.375e-06
0.376937, 0.376994, 0.376969, 0.076633, 0.076683, 0.0766691, 7e-06, 8e-06, 7.25e-06
0.37836, 0.378423, 0.378393, 0.077115, 0.077159, 0.0771419, 7e-06, 8e-06, 7.5e-06
0.378671, 0.378719, 0.378695, 0.076717, 0.07675, 0.0767373, 7e-06, 8e-06, 7.25e-06
0.377733, 0.377788, 0.377762, 0.076913, 0.076948, 0.0769347, 7e-06, 8e-06, 7.125e-06
0.376602, 0.376653, 0.376626, 0.076925, 0.07696, 0.076946, 7e-06, 8e-06, 7.5e-06
0.377053, 0.37711, 0.377082, 0.076991, 0.077028, 0.077014, 6e-06, 8e-06, 7e-06
0.376964, 0.377019, 0.376993, 0.076743, 0.076778, 0.0767636, 7e-06, 8e-06, 7.625e-06
0.376204, 0.376262, 0.376232, 0.077004, 0.077043, 0.077029, 8e-06, 9e-06, 8.375e-06
0.378204, 0.378254, 0.378226, 0.077086, 0.077125, 0.0771091, 8e-06, 9e-06, 8.5e-06
0.377624, 0.377687, 0.377655, 0.076797, 0.076842, 0.0768243, 6e-06, 8e-06, 7e-06
0.377867, 0.377925, 0.377899, 0.076784, 0.076816, 0.076805, 6e-06, 8e-06, 7.375e-06
0.378666, 0.378735, 0.378699, 0.076593, 0.076661, 0.0766375, 6e-06, 9e-06, 7.5e-06
0.377457, 0.377514, 0.377487, 0.077004, 0.077041, 0.0770273, 6e-06, 8e-06, 7.625e-06
0.375673, 0.375724, 0.375698, 0.076788, 0.076822, 0.0768089, 7e-06, 8e-06, 7.25e-06
0.375923, 0.37597, 0.375942, 0.076886, 0.076929, 0.0769094, 7e-06, 8e-06, 7.625e-06
0.375655, 0.375716, 0.375687, 0.0769, 0.076937, 0.0769211, 6e-06, 8e-06, 7.625e-06
0.376164, 0.376219, 0.376191, 0.076853, 0.076889, 0.0768747, 7e-06, 8e-06, 7.625e-06
0.377962, 0.37802, 0.377994, 0.076717, 0.076754, 0.0767407, 8e-06, 9e-06, 8.125e-06
0.377643, 0.377697, 0.377668, 0.076871, 0.076915, 0.0768959, 7e-06, 9e-06, 8.375e-06
0.375659, 0.37572, 0.375689, 0.076956, 0.077015, 0.0769956, 7e-06, 8e-06, 7.625e-06
0.375629, 0.375696, 0.375661, 0.076741, 0.076809, 0.0767844, 6e-06, 8e-06, 7.5e-06
0.376006, 0.37606, 0.376034, 0.076767, 0.076805, 0.0767882, 6e-06, 8e-06, 7.25e-06
0.376114, 0.376165, 0.376137, 0.076896, 0.076938, 0.0769188, 7e-06, 8e-06, 7.5e-06
0.376913, 0.376969, 0.376942, 0.076461, 0.076499, 0.0764816, 7e-06, 8e-06, 7.5e-06
0.376786, 0.376842, 0.376815, 0.076882, 0.076923, 0.0769061, 6e-06, 8e-06, 7.375e-06
0.377757, 0.377816, 0.377788, 0.076655, 0.076707, 0.07669, 6e-06, 7e-06, 6.875e-06
0.378186, 0.378241, 0.378214, 0.076866, 0.076906, 0.0768886, 6e-06, 8e-06, 7.375e-06
0.377605, 0.377662, 0.377634, 0.076884, 0.076938, 0.07692, 8e-06, 9e-06, 8.625e-06
0.375542, 0.375604, 0.375573, 0.077103, 0.077163, 0.0771421, 7e-06, 9e-06, 8e-06
0.375701, 0.375759, 0.375728, 0.076808, 0.076853, 0.0768346, 7e-06, 8e-06, 7.625e-06
0.375073, 0.375123, 0.375096, 0.076739, 0.076784, 0.0767611, 7e-06, 8e-06, 7.875e-06
0.375429, 0.375472, 0.375449, 0.076947, 0.076973, 0.0769642, 7e-06, 9e-06, 7.5e-06
0.379266, 0.379324, 0.379294, 0.077035, 0.077073, 0.0770593, 7e-06, 8e-06, 7.125e-06
0.376528, 0.376588, 0.376553, 0.07689, 0.076943, 0.0769191, 7e-06, 9e-06, 7.75e-06
0.377355, 0.3774, 0.377374, 0.076694, 0.076736, 0.0767151, 7e-06, 8e-06, 7.625e-06
0.382725, 0.382783, 0.382755, 0.07654, 0.076579, 0.0765631, 7e-06, 8e-06, 7.625e-06
0.375386, 0.375439, 0.375412, 0.076967, 0.077009, 0.0769884, 6e-06, 7e-06, 6.75e-06
0.378673, 0.378722, 0.378693, 0.076684, 0.076727, 0.0767059, 8e-06, 9e-06, 8.125e-06
0.381929, 0.381976, 0.381946, 0.076488, 0.076531, 0.0765131, 7e-06, 9e-06, 7.875e-06
0.38126, 0.381306, 0.381279, 0.076553, 0.076597, 0.0765765, 7e-06, 8e-06, 7.375e-06
0.383788, 0.383839, 0.383811, 0.076779, 0.07682, 0.0768014, 7e-06, 9e-06, 7.75e-06
0.38035, 0.380405, 0.380375, 0.077048, 0.077093, 0.0770741, 7e-06, 9e-06, 7.75e-06
0.378462, 0.378525, 0.378492, 0.07672, 0.076785, 0.0767625, 6e-06, 8e-06, 7e-06
0.381896, 0.381979, 0.381931, 0.076546, 0.076612, 0.0765892, 6e-06, 8e-06, 7e-06
0.381169, 0.381217, 0.381189, 0.076796, 0.076836, 0.0768184, 6e-06, 8e-06, 7.375e-06
0.386999, 0.387059, 0.387029, 0.076747, 0.076804, 0.076787, 7e-06, 8e-06, 7.25e-06
0.379825, 0.37987, 0.379842, 0.076947, 0.076988, 0.0769694, 7e-06, 9e-06, 7.75e-06
0.380423, 0.380485, 0.380453, 0.07666, 0.076721, 0.0766986, 7e-06, 9e-06, 8.375e-06
0.385435, 0.385481, 0.385453, 0.076967, 0.07701, 0.0769904, 8e-06, 9e-06, 8.25e-06
